Title,Example,Commodity Title
Cooling and Freezing Equipment Operators and Tenders,Microsoft PowerPoint,Presentation software
Cooling and Freezing Equipment Operators and Tenders,Microsoft Word,Word processing software
Etchers and Engravers,Adobe Systems Adobe Illustrator,Graphics or photo imaging software
Etchers and Engravers,Computer aided design and computer aided manufacturing CAD/CAM engraving software,Computer aided design CAD and computer aided manufacturing CAM system
Etchers and Engravers,Data entry software,Data base user interface and query software
Etchers and Engravers,Delcam ArtCAM Express,Computer aided manufacturing CAM software
Etchers and Engravers,Gravograph GravoStyle,Computer aided manufacturing CAM software
Etchers and Engravers,Microsoft Windows,Operating system software
Etchers and Engravers,Western Engravers Supply Vision EXPERT,Computer aided manufacturing CAM software
"Stone Cutters and Carvers, Manufacturing",Corel Paint Shop Pro,Graphics or photo imaging software
"Stone Cutters and Carvers, Manufacturing",Inventory control software,Inventory management software
"Stone Cutters and Carvers, Manufacturing",Microsoft Excel,Spreadsheet software
"Stone Cutters and Carvers, Manufacturing",Microsoft Word,Word processing software
"Stone Cutters and Carvers, Manufacturing",Timekeeping software,Time accounting software
"Stone Cutters and Carvers, Manufacturing",Word processing software,Word processing software
"Glass Blowers, Molders, Benders, and Finishers",Billing software,Accounting software
"Glass Blowers, Molders, Benders, and Finishers",Inventory control software,Inventory management software
"Glass Blowers, Molders, Benders, and Finishers",Microsoft Excel,Spreadsheet software
"Glass Blowers, Molders, Benders, and Finishers",Microsoft Outlook,Electronic mail software
"Potters, Manufacturing",Inventory control software,Inventory management software
"Potters, Manufacturing",Microsoft Excel,Spreadsheet software
"Potters, Manufacturing",Microsoft Outlook,Electronic mail software
Molding and Casting Workers,Computer aided design CAD software,Computer aided design CAD software
Molding and Casting Workers,Computer aided manufacturing CAM software,Computer aided manufacturing CAM software
Molding and Casting Workers,Inventory control software,Inventory management software
Molding and Casting Workers,Microsoft Excel,Spreadsheet software
Molding and Casting Workers,Microsoft Word,Word processing software
Molding and Casting Workers,Timekeeping software,Time accounting software
"Paper Goods Machine Setters, Operators, and Tenders",Adobe Systems Adobe Acrobat,Document management software
"Paper Goods Machine Setters, Operators, and Tenders",Adobe Systems Adobe Illustrator,Graphics or photo imaging software
"Paper Goods Machine Setters, Operators, and Tenders",Adobe Systems Adobe InDesign,Desktop publishing software
"Paper Goods Machine Setters, Operators, and Tenders",Adobe Systems Adobe Photoshop,Graphics or photo imaging software
"Paper Goods Machine Setters, Operators, and Tenders",Microsoft Excel,Spreadsheet software
"Paper Goods Machine Setters, Operators, and Tenders",Microsoft Office,Office suite software
"Paper Goods Machine Setters, Operators, and Tenders",Microsoft Word,Word processing software
"Paper Goods Machine Setters, Operators, and Tenders",Objectif Lune PrintShop Mail,Electronic mail software
"Paper Goods Machine Setters, Operators, and Tenders",Quark,Desktop publishing software
"Paper Goods Machine Setters, Operators, and Tenders",Virtual Systems Mail-Shop,Customer relationship management CRM software
Tire Builders,Data entry software,Data base user interface and query software
Tire Builders,IBM Lotus Notes,Electronic mail software
Tire Builders,Microsoft Excel,Spreadsheet software
Tire Builders,Microsoft Office,Office suite software
Tire Builders,Microsoft PowerPoint,Presentation software
Tire Builders,Microsoft Project,Project management software
Tire Builders,Microsoft Word,Word processing software
Tire Builders,Programmable logic controller PLC software,Industrial control software
Tire Builders,Web browser software,Internet browser software
Tire Builders,Word processing software,Word processing software
Helpers--Production Workers,Adobe Systems Adobe Acrobat,Document management software
Helpers--Production Workers,Adobe Systems Adobe InDesign,Desktop publishing software
Helpers--Production Workers,Adobe Systems Adobe Photoshop,Graphics or photo imaging software
Helpers--Production Workers,Autodesk AutoCAD,Computer aided design CAD software
Helpers--Production Workers,Data entry software,Data base user interface and query software
Helpers--Production Workers,Enterprise resource planning ERP software,Enterprise resource planning ERP software
Helpers--Production Workers,Microsoft Excel,Spreadsheet software
Helpers--Production Workers,Microsoft Office,Office suite software
Helpers--Production Workers,Microsoft Outlook,Electronic mail software
Helpers--Production Workers,Microsoft PowerPoint,Presentation software
Helpers--Production Workers,Microsoft Word,Word processing software
Helpers--Production Workers,SAP,Enterprise resource planning ERP software
Recycling and Reclamation Workers,Microsoft Excel,Spreadsheet software
Recycling and Reclamation Workers,Microsoft Office,Office suite software
Recycling and Reclamation Workers,Microsoft Word,Word processing software
Recycling and Reclamation Workers,Work scheduling software,Calendar and scheduling software
Aircraft Cargo Handling Supervisors,Cargo tracking system software,Inventory management software
Aircraft Cargo Handling Supervisors,Corel WordPerfect Office Suite,Office suite software
Aircraft Cargo Handling Supervisors,Data entry software,Data base user interface and query software
Aircraft Cargo Handling Supervisors,Facebook,Web page creation and editing software
Aircraft Cargo Handling Supervisors,Microsoft Excel,Spreadsheet software
Aircraft Cargo Handling Supervisors,Microsoft Office,Office suite software
Aircraft Cargo Handling Supervisors,Microsoft Outlook,Electronic mail software
Aircraft Cargo Handling Supervisors,Microsoft Word,Word processing software
Aircraft Cargo Handling Supervisors,Warehouse management system WMS,Materials requirements planning logistics and supply chain software
Aircraft Cargo Handling Supervisors,Word processing software,Word processing software
"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",Corel WordPerfect,Office suite software
"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",Corel WordPerfect Office,Office suite software
"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",Employee scheduling software,Calendar and scheduling software
"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",Enterprise resource planning ERP software,Enterprise resource planning ERP software
"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",Inventory control software,Inventory management software
"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",Microsoft Access,Data base user interface and query software
"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",Microsoft Excel,Spreadsheet software
"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",Microsoft Office,Office suite software
"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",Microsoft Outlook,Electronic mail software
"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",Microsoft PowerPoint,Presentation software
"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",Microsoft Word,Word processing software
"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",Oracle software,Data base user interface and query software
"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",Sage ERP Accpac,Enterprise resource planning ERP software
"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",SAP,Enterprise resource planning ERP software
